Model,P/N,Source Row,Column,Header Path,Raw Value,Interpreted Field,Variant ID,Validation Status
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,15,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),5000.0,field,RET-19 -27-R15,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,15,F,STANDARD_PAYMENT > คูปอง (Price Coupon),02,field,RET-19 -27-R15,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,15,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),17900.0,field,RET-19 -27-R15,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,15,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),(ไม่สามารถใช้ร่วมกับ SF+ ได้),field,RET-19 -27-R15,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,16,D,STANDARD_PAYMENT > ราคาปกติ (RRP),93900.0,field,RET-19 -27-R16,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,16,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),7000.0,field,RET-19 -27-R16,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,16,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET-19 -27-R16,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,16,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),86900.0,field,RET-19 -27-R16,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,17,D,STANDARD_PAYMENT > ราคาปกติ (RRP),77900.0,field,RET-19 -27-R17,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,17,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),5000.0,field,RET-19 -27-R17,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,17,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET-19 -27-R17,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,17,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),72900.0,field,RET-19 -27-R17,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,18,D,STANDARD_PAYMENT > ราคาปกติ (RRP),69900.0,field,RET-19 -27-R18,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,18,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),5000.0,field,RET-19 -27-R18,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,18,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET-19 -27-R18,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,18,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),64900.0,field,RET-19 -27-R18,PASSED_VALIDATION
Galaxy Z Fold8,-,19,D,STANDARD_PAYMENT > ราคาปกติ (RRP),85900.0,field,RET-19 -27-R19,PASSED_VALIDATION
Galaxy Z Fold8,-,19,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),7000.0,field,RET-19 -27-R19,PASSED_VALIDATION
Galaxy Z Fold8,-,19,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET-19 -27-R19,PASSED_VALIDATION
Galaxy Z Fold8,-,19,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),78900.0,field,RET-19 -27-R19,PASSED_VALIDATION
Galaxy Z Fold8,-,20,D,STANDARD_PAYMENT > ราคาปกติ (RRP),69900.0,field,RET-19 -27-R20,PASSED_VALIDATION
Galaxy Z Fold8,-,20,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),5000.0,field,RET-19 -27-R20,PASSED_VALIDATION
Galaxy Z Fold8,-,20,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET-19 -27-R20,PASSED_VALIDATION
Galaxy Z Fold8,-,20,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),64900.0,field,RET-19 -27-R20,PASSED_VALIDATION
Galaxy Z Fold8,-,21,D,STANDARD_PAYMENT > ราคาปกติ (RRP),61900.0,field,RET-19 -27-R21,PASSED_VALIDATION
Galaxy Z Fold8,-,21,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),5000.0,field,RET-19 -27-R21,PASSED_VALIDATION
Galaxy Z Fold8,-,21,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET-19 -27-R21,PASSED_VALIDATION
Galaxy Z Fold8,-,21,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),56900.0,field,RET-19 -27-R21,PASSED_VALIDATION
Galaxy Z Flip8,-,22,D,STANDARD_PAYMENT > ราคาปกติ (RRP),50900.0,field,RET-19 -27-R22,PASSED_VALIDATION
Galaxy Z Flip8,-,22,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),5000.0,field,RET-19 -27-R22,PASSED_VALIDATION
Galaxy Z Flip8,-,22,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R22,PASSED_VALIDATION
Galaxy Z Flip8,-,22,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),45900.0,field,RET-19 -27-R22,PASSED_VALIDATION
Galaxy Z Flip8,-,23,D,STANDARD_PAYMENT > ราคาปกติ (RRP),42900.0,field,RET-19 -27-R23,PASSED_VALIDATION
Galaxy Z Flip8,-,23,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),5000.0,field,RET-19 -27-R23,PASSED_VALIDATION
Galaxy Z Flip8,-,23,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R23,PASSED_VALIDATION
Galaxy Z Flip8,-,23,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),37900.0,field,RET-19 -27-R23,PASSED_VALIDATION
Galaxy Z Fold 7,-,24,D,STANDARD_PAYMENT > ราคาปกติ (RRP),87900.0,field,RET-19 -27-R24,PASSED_VALIDATION
Galaxy Z Fold 7,-,24,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),18000.0,field,RET-19 -27-R24,PASSED_VALIDATION
Galaxy Z Fold 7,-,24,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R24,PASSED_VALIDATION
Galaxy Z Fold 7,-,24,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),69900.0,field,RET-19 -27-R24,PASSED_VALIDATION
Galaxy Z Fold 7,-,24,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),คุ้มครองจอ 2 ปี / เปลี่ยนฟิล์ม ฟรี 1 ครั้ง,field,RET-19 -27-R24,PASSED_VALIDATION
Galaxy Z Fold 7,-,25,D,STANDARD_PAYMENT > ราคาปกติ (RRP),75900.0,field,RET-19 -27-R25,PASSED_VALIDATION
Galaxy Z Fold 7,-,25,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),18000.0,field,RET-19 -27-R25,PASSED_VALIDATION
Galaxy Z Fold 7,-,25,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R25,PASSED_VALIDATION
Galaxy Z Fold 7,-,25,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),57900.0,field,RET-19 -27-R25,PASSED_VALIDATION
Galaxy Z Fold 7,-,25,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),คุ้มครองจอ 2 ปี / เปลี่ยนฟิล์ม ฟรี 1 ครั้ง,field,RET-19 -27-R25,PASSED_VALIDATION
Galaxy Z Fold 7,-,26,D,STANDARD_PAYMENT > ราคาปกติ (RRP),67900.0,field,RET-19 -27-R26,PASSED_VALIDATION
Galaxy Z Fold 7,-,26,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),18000.0,field,RET-19 -27-R26,PASSED_VALIDATION
Galaxy Z Fold 7,-,26,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R26,PASSED_VALIDATION
Galaxy Z Fold 7,-,26,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),49900.0,field,RET-19 -27-R26,PASSED_VALIDATION
Galaxy Z Fold 7,-,26,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),คุ้มครองจอ 2 ปี / เปลี่ยนฟิล์ม ฟรี 1 ครั้ง,field,RET-19 -27-R26,PASSED_VALIDATION
Galaxy Z Flip7,-,27,D,STANDARD_PAYMENT > ราคาปกติ (RRP),48900.0,field,RET-19 -27-R27,PASSED_VALIDATION
Galaxy Z Flip7,-,27,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),11000.0,field,RET-19 -27-R27,PASSED_VALIDATION
Galaxy Z Flip7,-,27,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R27,PASSED_VALIDATION
Galaxy Z Flip7,-,27,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),37900.0,field,RET-19 -27-R27,PASSED_VALIDATION
Galaxy Z Flip7,-,27,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"คุ้มครองจอ 2 ปี / เปลี่ยนฟิล์ม ฟรี 1 ครั้ง
และ
SF+",field,RET-19 -27-R27,PASSED_VALIDATION
Galaxy Z Flip7,-,28,D,STANDARD_PAYMENT > ราคาปกติ (RRP),40900.0,field,RET-19 -27-R28,PASSED_VALIDATION
Galaxy Z Flip7,-,28,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),11000.0,field,RET-19 -27-R28,PASSED_VALIDATION
Galaxy Z Flip7,-,28,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R28,PASSED_VALIDATION
Galaxy Z Flip7,-,28,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),29900.0,field,RET-19 -27-R28,PASSED_VALIDATION
Galaxy Z Flip7,-,28,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"คุ้มครองจอ 2 ปี / เปลี่ยนฟิล์ม ฟรี 1 ครั้ง
และ
SF+",field,RET-19 -27-R28,PASSED_VALIDATION
Galaxy A57 5G,-,29,D,STANDARD_PAYMENT > ราคาปกติ (RRP),20999.0,field,RET-19 -27-R29,PASSED_VALIDATION
Galaxy A57 5G,-,29,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.12,field,RET-19 -27-R29,PASSED_VALIDATION
Galaxy A57 5G,-,29,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),20999.0,field,RET-19 -27-R29,PASSED_VALIDATION
Galaxy A57 5G,-,29,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"SF+ ดาวน์ไม่เกิน 8% : (1,680 B)",field,RET-19 -27-R29,PASSED_VALIDATION
Galaxy A57 5G,-,30,D,STANDARD_PAYMENT > ราคาปกติ (RRP),17999.0,field,RET-19 -27-R30,PASSED_VALIDATION
Galaxy A57 5G,-,30,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.14,field,RET-19 -27-R30,PASSED_VALIDATION
Galaxy A57 5G,-,30,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),17999.0,field,RET-19 -27-R30,PASSED_VALIDATION
Galaxy A57 5G,-,30,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"SF+ ดาวน์ไม่เกิน 7% : (1,260 B)",field,RET-19 -27-R30,PASSED_VALIDATION
Galaxy A57 5G,-,31,D,STANDARD_PAYMENT > ราคาปกติ (RRP),16999.0,field,RET-19 -27-R31,PASSED_VALIDATION
Galaxy A57 5G,-,31,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.15,field,RET-19 -27-R31,PASSED_VALIDATION
Galaxy A57 5G,-,31,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),16999.0,field,RET-19 -27-R31,PASSED_VALIDATION
Galaxy A57 5G,-,31,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),SF+ ดาวน์ไม่เกิน 5% :(850 B),field,RET-19 -27-R31,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,32,D,STANDARD_PAYMENT > ราคาปกติ (RRP),20999.0,field,RET-19 -27-R32,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,32,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),2000.0,field,RET-19 -27-R32,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,32,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R32,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,32,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.12,field,RET-19 -27-R32,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,32,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),18999.0,field,RET-19 -27-R32,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,32,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"ส่วนลด 2,000 บาท ไม่สามารถใช้ร่วมกับ SF+ ได้",field,RET-19 -27-R32,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,33,D,STANDARD_PAYMENT > ราคาปกติ (RRP),17999.0,field,RET-19 -27-R33,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,33,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),2000.0,field,RET-19 -27-R33,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,33,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R33,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,33,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.14,field,RET-19 -27-R33,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,33,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),15999.0,field,RET-19 -27-R33,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,33,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"ส่วนลด 2,000 บาท ไม่สามารถใช้ร่วมกับ SF+ ได้",field,RET-19 -27-R33,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,34,D,STANDARD_PAYMENT > ราคาปกติ (RRP),16999.0,field,RET-19 -27-R34,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,34,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),2000.0,field,RET-19 -27-R34,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,34,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R34,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,34,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.15,field,RET-19 -27-R34,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,34,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),14999.0,field,RET-19 -27-R34,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,34,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"ส่วนลด 2,000 บาท ไม่สามารถใช้ร่วมกับ SF+ ได้",field,RET-19 -27-R34,PASSED_VALIDATION
"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,35,D,STANDARD_PAYMENT > ราคาปกติ (RRP),13999.0,field,RET-19 -27-R35,PASSED_VALIDATION
"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,35,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.04,field,RET-19 -27-R35,PASSED_VALIDATION
"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,35,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),13999.0,field,RET-19 -27-R35,PASSED_VALIDATION
"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,35,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),SF+ ดาวน์ไม่เกิน 6% (840 บาท),field,RET-19 -27-R35,PASSED_VALIDATION
"Galaxy A27 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,36,D,STANDARD_PAYMENT > ราคาปกติ (RRP),10999.0,field,RET-19 -27-R36,PASSED_VALIDATION
"Galaxy A27 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,36,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1000.0,field,RET-19 -27-R36,PASSED_VALIDATION
"Galaxy A27 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,36,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R36,PASSED_VALIDATION
"Galaxy A27 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,36,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),9999.0,field,RET-19 -27-R36,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,37,D,STANDARD_PAYMENT > ราคาปกติ (RRP),10599.0,field,RET-19 -27-R37,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,37,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1600.0,field,RET-19 -27-R37,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,37,F,STANDARD_PAYMENT > คูปอง (Price Coupon),02,field,RET-19 -27-R37,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,37,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.1,field,RET-19 -27-R37,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,37,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),8999.0,field,RET-19 -27-R37,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,37,K,FLASH_SALE > ส่วนลดพิเศษ (Flash Sale Discount),1600.0,field,RET-19 -27-R37,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,37,L,FLASH_SALE > ราคาหลังหักส่วนลด (Flash Sale Net),8999.0,field,RET-19 -27-R37,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,37,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),โปรนักเรียนไม่ร่วมกับส่วนลดหรือโปรใดๆ,field,RET-19 -27-R37,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,38,D,STANDARD_PAYMENT > ราคาปกติ (RRP),8999.0,field,RET-19 -27-R38,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,38,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1500.0,field,RET-19 -27-R38,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,38,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R38,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,38,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),7499.0,field,RET-19 -27-R38,PASSED_VALIDATION
"Galaxy A17 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,39,D,STANDARD_PAYMENT > ราคาปกติ (RRP),7999.0,field,RET-19 -27-R39,PASSED_VALIDATION
"Galaxy A17 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,39,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1000.0,field,RET-19 -27-R39,PASSED_VALIDATION
"Galaxy A17 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,39,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R39,PASSED_VALIDATION
"Galaxy A17 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,39,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),6999.0,field,RET-19 -27-R39,PASSED_VALIDATION
"Galaxy A07 5G
(SF+ campaign)",-,40,D,STANDARD_PAYMENT > ราคาปกติ (RRP),6999.0,field,RET-19 -27-R40,PASSED_VALIDATION
"Galaxy A07 5G
(SF+ campaign)",-,40,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.1,field,RET-19 -27-R40,PASSED_VALIDATION
"Galaxy A07 5G
(SF+ campaign)",-,40,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),SF+ ดาวน์ไม่เกิน 13% - 910 บาท,field,RET-19 -27-R40,PASSED_VALIDATION
"Galaxy A07 5G
(ไม่ร่วม SF+)",-,41,D,STANDARD_PAYMENT > ราคาปกติ (RRP),6999.0,field,RET-19 -27-R41,PASSED_VALIDATION
"Galaxy A07 5G
(ไม่ร่วม SF+)",-,41,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),500.0,field,RET-19 -27-R41,PASSED_VALIDATION
"Galaxy A07 5G
(ไม่ร่วม SF+)",-,41,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R41,PASSED_VALIDATION
"Galaxy A07 5G
(ไม่ร่วม SF+)",-,41,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.1,field,RET-19 -27-R41,PASSED_VALIDATION
"Galaxy A07 5G
(ไม่ร่วม SF+)",-,41,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),6499.0,field,RET-19 -27-R41,PASSED_VALIDATION
"Galaxy A07 5G
(ไม่ร่วม SF+)",-,41,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),โปรนักเรียนไม่ร่วมกับส่วนลดหรือโปรใดๆ,field,RET-19 -27-R41,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,42,D,STANDARD_PAYMENT > ราคาปกติ (RRP),5999.0,field,RET-19 -27-R42,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,42,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1000.0,field,RET-19 -27-R42,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,42,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R42,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,42,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),4999.0,field,RET-19 -27-R42,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,43,D,STANDARD_PAYMENT > ราคาปกติ (RRP),5299.0,field,RET-19 -27-R43,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,43,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1000.0,field,RET-19 -27-R43,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,43,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R43,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,43,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),4299.0,field,RET-19 -27-R43,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,44,D,STANDARD_PAYMENT > ราคาปกติ (RRP),4599.0,field,RET-19 -27-R44,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,44,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),800.0,field,RET-19 -27-R44,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,44,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R44,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,44,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),3799.0,field,RET-19 -27-R44,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,D,STANDARD_PAYMENT > ราคาปกติ (RRP),66900.0,field,RET- 17-18-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),5000.0,field,RET- 17-18-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),5000.0,field,RET- 17-18-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET- 17-18-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),56900.0,field,RET- 17-18-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,K,FLASH_SALE > ส่วนลดพิเศษ (Flash Sale Discount),8000.0,field,RET- 17-18-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,L,FLASH_SALE > ราคาหลังหักส่วนลด (Flash Sale Net),58900.0,field,RET- 17-18-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,D,STANDARD_PAYMENT > ราคาปกติ (RRP),54900.0,field,RET- 17-18-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),5000.0,field,RET- 17-18-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R5,PASSED_VALIDATION
